event_type,timestamp,user_id,event_id,metadata,source,error_reason
scroll,2026-06-16T15:44:28,4164,evt_007483,fast scroll through page,hsearch,duplicate_event
add_to_cart,,1673,evt_007487,add to cart clicked,mobile_ios,invalid_timestamp
,2026-06-16T12:02:08,1518,evt_007488,PAGE_VIEW,WEB,missing_event_type
page_view,,3396,evt_007491,accidentally opened page,web,invalid_timestamp
,2026-06-23T11:41:22,1594,evt_007494,,hsearch,invalid_event_type
page_view,,6409,evt_007496,user stared at page for a while,WEB,missing_timestamp
scroll,2026-06-20T14:03:55,,evt_007500,user flicked page aggresively,web,missing_user_id
page_view,2026-06-25T23:13:38,3072,,viewed product page,mobile_android,missing_event_id
purchase,2026-06-20T08:02:33,7533,,order placed,desktop_app,missing_event_id
scroll,2026-06-18T13:07:42,7030,,fast scroll through page,WEB,missing_event_id
,2026-06-16T22:24:21,2526,,,mobile_ios,invalid_event_type;missing_event_id
scroll,2026-06-25T02:03:03,3178,,barely scrolling,hsearch,missing_event_id
remove_from_cart,2026-06-23T03:16:39,2163,,cart item deleted,web,missing_event_id
,2026-06-25T23:03:31,1589,evt_007540,landed on homepage,tablet,missing_event_type
page_view,2026-06-22T16:19:00,,evt_007542,accidentally opened page,WEB,missing_user_id
scroll,,2258,evt_007547,scrolling endlessly,email,missing_timestamp
,2026-06-24T01:24:54,2863,evt_007558,added item to cart,mobil,missing_event_type
,2026-06-26T09:30:54,8891,evt_007559,random search,WEB,missing_event_type
purchase,2026-06-16T16:47:05,3274,,,desktop_app,missing_event_id
page_view,,218,evt_007572,Page loaded,web,invalid_timestamp
,2026-06-15T05:16:11,2034,evt_007574,searched for shoes,web,missing_event_type
add_to_cart,2026-06-23T23:49:19,,evt_007578,added product to shopping cart,,missing_user_id
scroll,2026-06-17T08:03:08,6455,,barely scrolling,,missing_event_id
page_view,,4935,evt_007586,landed on homepage,mobil,invalid_timestamp
,2026-06-20T02:25:17,953,evt_007587,viewed product page,web,missing_event_type
remove_from_cart,2026-06-19T03:10:13,5851,evt_007588,cart cleaned,mobile_ios,duplicate_event
page_view,2026-06-19T01:52:29,3089,,landed on homepage,web,missing_event_id
,2026-06-26T06:08:05,,evt_007596,cart updated,mobile_android,missing_event_type;missing_user_id
page_view,2026-06-25T10:55:07,,evt_007599,landed on homepage,tablet,missing_user_id
,2026-06-15T08:33:17,364,evt_007606,cart updated,hsearch,missing_event_type
search,2026-06-25T07:48:50,,evt_007608,looked up return policy,desktop_app,missing_user_id
,2026-06-22T21:33:14,4211,evt_007617,scrolled down,web,missing_event_type
add_to_cart,2026-06-18T11:46:28,8970,,accidental add to cart,desktop_app,missing_event_id
add_to_cart,2026-06-21T07:55:04,6516,,add to cart clicked,,missing_event_id
,,3586,evt_007627,opened page then immediately left,mobile_ios,missing_event_type;missing_timestamp
page_view,2026-06-18T02:48:51,,evt_007629,landed on homepage,web,missing_user_id
,2026-06-16T00:40:02,9910,,search query: headphones,tablet,missing_event_type;missing_event_id
page_view,2026-06-16T15:33:20,991,,PAGE_VIEW,web,missing_event_id
page_view,2026-06-19T10:33:32,4355,,Page loaded,unknown_source,missing_event_id
page_view,2026-06-23T09:01:23,,evt_007643,,email,missing_user_id
,2026-06-23T02:27:26,7522,evt_007644,scrolled down,web,missing_event_type
remove_from_cart,2026-06-25T17:49:15,,evt_007653,removed item from cart,desktop_app,missing_user_id
page_view,,1024,evt_007658,opened pricing page,web,invalid_timestamp
page_view,2026-06-18T02:24:06,,evt_007670,landed on homepage,tablet,missing_user_id
remove_from_cart,2026-06-16T14:50:18,7844,,removed item from cart,web,missing_event_id
add_to_cart,,4238,evt_007676,added same item twice,email,missing_timestamp
,2026-06-23T08:33:03,8923,evt_007682,,web,missing_event_type
add_to_cart,2026-06-26T02:23:54,9461,,accidental add to cart,web,missing_event_id
,2026-06-19T20:31:21,7772,,,desktop_app,missing_event_type;missing_event_id
page_view,2026-06-16T05:14:38,7216,,,mobile_ios,missing_event_id
purchase,2026-06-22T03:17:55,,evt_007690,checkout finished,mobile_android,missing_user_id
,2026-06-22T06:50:37,7680,evt_007692,searched for shoes,email,missing_event_type
search,2026-06-17T08:23:05,,evt_007695,search fired twice,web,missing_user_id
scroll,2026-06-25T11:47:53,5717,,"slow scroll, reading carefully",unknown_source,missing_event_id
,2026-06-15T08:39:07,1650,evt_007701,landed on homepage,desktop_app,missing_event_type
remove_from_cart,2026-06-18T20:04:00,4221,,cart item deleted,mobile_ios,missing_event_id
add_to_cart,2026-06-15T17:44:10,488,,added item to cart,hsearch,missing_event_id
purchase,,3273,evt_007706,purchase completed,tablet,invalid_timestamp
page_view,2026-06-21T17:18:38,,evt_007708,landed on homepage,web,missing_user_id
,2026-06-18T05:41:00,7163,evt_007709,looked up return policy,web,missing_event_type
page_view,,2195,evt_007715,opened pricing page,mobile_ios,invalid_timestamp
,2026-06-22T04:13:55,3615,,search fired twice,mobile_android,missing_event_type;missing_event_id
page_view,2026-06-20T01:41:10,1049,,opened page then immediately left,,missing_event_id
add_to_cart,,4535,evt_007737,added item to cart,unknown_source,missing_timestamp
scroll,,7138,evt_007738,"slow scroll, reading carefully",web,missing_timestamp
,2026-06-24T03:09:20,3131,evt_007740,viewed product page,web,missing_event_type
add_to_cart,,4963,,added item to cart,email,invalid_timestamp;missing_event_id
,2026-06-20T09:17:54,2635,evt_007746,,email,invalid_event_type
page_view,2026-06-20T16:04:16,1212,,accidentally opened page,web,missing_event_id
,2026-06-26T13:20:55,1607,evt_007757,opened pricing page,tablet,missing_event_type
page_view,,4901,evt_007761,viewed product page,web,invalid_timestamp
scroll,,9991,evt_007763,scrolling endlessly,,invalid_timestamp
search,2026-06-21T08:42:48,3831,,typo in search query,tablet,missing_event_id
page_view,2026-06-16T15:53:38,3601,,,web,missing_event_id
,2026-06-25T15:20:06,7666,evt_007773,viewed product page,unknown_source,missing_event_type
remove_from_cart,2026-06-26T07:10:20,3231,,removed item immediately after adding,tablet,missing_event_id
page_view,,1074,evt_007776,landed on homepage,mobile_ios,missing_timestamp
page_view,,7295,evt_007792,,web,missing_timestamp
scroll,,9524,evt_007799,scrolled down,hsearch,missing_timestamp
page_view,2026-06-23T14:45:31,,evt_007807,viewed product page,web,missing_user_id
scroll,2026-06-23T15:36:31,7156,,user flicked page aggresively,web,missing_event_id
page_view,,6312,evt_007810,landed on homepage,mobile_android,missing_timestamp
page_view,,8955,evt_007811,viewed product page,web,missing_timestamp
scroll,2026-06-19T20:08:24,,,fast scroll through page,web,missing_user_id;missing_event_id
page_view,2026-06-24T20:25:51,657,evt_007814,opened pricing page,api_v2,duplicate_event
scroll,,738,evt_007825,user flicked page aggresively,mobile_ios,missing_timestamp
scroll,,738,evt_007825,user flicked page aggresively,mobile_ios,duplicate_event
scroll,2026-06-22T07:56:55,9457,,fast scroll through page,,missing_event_id
add_to_cart,2026-06-18T09:26:54,7579,evt_007831,,api_v2,duplicate_event
scroll,,7289,evt_007834,scrolled down,mobile_android,invalid_timestamp
page_view,2026-06-16T03:19:20,,evt_007840,landed on homepage,web,missing_user_id
,2026-06-23T16:30:26,4783,evt_007841,scrolling endlessly,web,missing_event_type
remove_from_cart,2026-06-22T12:58:53,,evt_007842,remove clicked,,missing_user_id
page_view,,560,evt_007843,landed on homepage,web,missing_timestamp
page_view,2026-06-22T13:17:52,3784,,opened pricing page,web,missing_event_id
,2026-06-24T08:18:32,9404,evt_007851,,mobile_android,missing_event_type
,2026-06-24T08:18:32,9404,evt_007851,,mobile_android,duplicate_event
,2026-06-15T07:30:48,,evt_007852,search query: headphones,web,missing_event_type;missing_user_id
search,2026-06-26T07:58:53,,evt_007855,searched for shoes,web,missing_user_id
,2026-06-17T01:11:16,12,,,mobile_ios,invalid_event_type;missing_event_id
remove_from_cart,,9440,evt_007863,"changed mind, removed",mobile_ios,missing_timestamp
,2026-06-25T07:50:40,9426,evt_007868,typo in search query,web,missing_event_type
,,3026,evt_007875,add to cart clicked,email,missing_event_type;missing_timestamp
remove_from_cart,2026-06-17T04:25:33,,evt_007876,removed item immediately after adding,web,missing_user_id
remove_from_cart,,1912,evt_007878,removed item immediately after adding,desktop_app,missing_timestamp
scroll,2026-06-15T08:47:50,3708,,fast scroll through page,mobile_android,missing_event_id
scroll,2026-06-23T03:01:36,2967,evt_007885,,web,duplicate_event
page_view,,3737,evt_007889,landed on homepage,mobile_ios,missing_timestamp
,2026-06-23T18:53:32,9458,evt_007895,,tablet,missing_event_type
scroll,,7198,evt_007900,scrolled down,mobile_android,invalid_timestamp
page_view,,6229,evt_007901,opened pricing page,web,missing_timestamp
add_to_cart,2026-06-21T13:00:15,,evt_007908,added product to shopping cart,desktop_app,missing_user_id
,2026-06-18T13:20:45,1447,evt_007913,,web,invalid_event_type
,2026-06-23T18:31:26,177,evt_007915,,web,invalid_event_type
,2026-06-21T18:27:41,989,evt_007919,accidentally opened page,mobil,missing_event_type
add_to_cart,2026-06-20T02:19:28,9564,,added item to cart,web,missing_event_id
scroll,2026-06-25T16:32:09,7631,,scrolled down,WEB,missing_event_id
page_view,2026-06-17T20:42:21,2712,,opened pricing page,mobile_android,missing_event_id
,,3820,evt_007944,fast scroll through page,desktop_app,missing_event_type;missing_timestamp
add_to_cart,2026-06-20T03:32:22,9469,,added product to shopping cart,tablet,missing_event_id
search,2026-06-22T15:27:18,,evt_007947,searched nothing,unknown_source,missing_user_id
add_to_cart,,9724,evt_007950,accidental add to cart,,missing_timestamp
,2026-06-18T23:18:34,9654,evt_007951,scroll spam,web,missing_event_type
scroll,2026-06-17T23:21:51,6996,,fast scroll through page,mobile_ios,missing_event_id
scroll,2026-06-17T23:21:51,6996,,fast scroll through page,mobile_ios,duplicate_event
add_to_cart,,7161,evt_007969,added item to cart,email,missing_timestamp
,2026-06-22T15:27:22,1460,evt_007971,,desktop_app,invalid_event_type
page_view,2026-06-16T02:00:24,67,,opened pricing page,tablet,missing_event_id
page_view,2026-06-19T22:30:17,,evt_007980,user stared at page for a while,mobile_ios,missing_user_id
,2026-06-22T01:54:53,7569,evt_007981,,web,invalid_event_type
remove_from_cart,,2139,evt_007982,,tablet,missing_timestamp
,2026-06-20T16:30:20,6495,evt_007985,searched for shoes,web,missing_event_type
,2026-06-20T16:30:20,6495,evt_007985,searched for shoes,web,duplicate_event
,2026-06-18T09:12:39,1395,evt_007990,added item to cart,WEB,missing_event_type
purchase,2026-06-26T00:33:29,,,payment successful,web,missing_user_id;missing_event_id
search,2026-06-15T16:51:19,3554,,,,missing_event_id
remove_from_cart,,2098,evt_008006,,,missing_timestamp
add_to_cart,2026-06-21T20:54:12,8003,,accidental add to cart,direct,missing_event_id
search,2026-06-23T14:53:43,5737,,typo in search query,web,missing_event_id
page_view,2026-06-20T05:06:33,8618,,Page loaded,desktop_app,missing_event_id
scroll,2026-06-20T01:09:12,3830,,,email,missing_event_id
scroll,,3587,evt_008027,fast scroll through page,mobile_ios,missing_timestamp
,2026-06-18T18:16:57,1666,evt_008028,purchase completed,mobile_ios,missing_event_type
,2026-06-20T03:27:51,7983,evt_008030,,mobile_android,missing_event_type
scroll,,,evt_008041,scrolled down,desktop_app,invalid_timestamp;missing_user_id
page_view,2026-06-19T03:42:22,,evt_008043,,email,missing_user_id
scroll,,5329,evt_008058,scrolled down,desktop_app,invalid_timestamp
add_to_cart,,8883,evt_008059,accidental add to cart,,missing_timestamp
scroll,2026-06-24T06:53:17,9124,,scrolled down,desktop_app,missing_event_id
scroll,,7892,evt_008071,fast scroll through page,mobile_ios,invalid_timestamp
page_view,,1827,evt_008072,viewed product page,web,missing_timestamp
remove_from_cart,,88,evt_008076,removed product,hsearch,invalid_timestamp
scroll,2026-06-26T04:38:24,7436,,user flicked page aggresively,,missing_event_id
,2026-06-16T02:57:09,2175,evt_008089,removed item immediately after adding,email,missing_event_type
search,2026-06-21T22:39:03,,evt_008098,searched for shoes,mobil,missing_user_id
add_to_cart,2026-06-16T15:49:03,,evt_008099,added item to cart,mobile_ios,missing_user_id
,2026-06-20T17:34:43,8841,evt_008101,,email,missing_event_type
add_to_cart,2026-06-24T22:43:40,,evt_008103,,email,missing_user_id
search,,5937,,search query: headphones,WEB,missing_timestamp;missing_event_id
page_view,,2877,evt_008114,,direct,invalid_timestamp
remove_from_cart,2026-06-19T10:54:43,9559,,cart item deleted,web,missing_event_id
,2026-06-25T07:31:20,5250,evt_008127,,direct,invalid_event_type
scroll,2026-06-17T02:18:06,1421,,fast scroll through page,mobil,missing_event_id
search,,5941,evt_008132,random search,desktop_app,invalid_timestamp
search,,4418,evt_008136,searched for shoes,desktop_app,missing_timestamp
add_to_cart,,50,evt_008138,cart updated,web,missing_timestamp
remove_from_cart,,3408,evt_008146,cart cleaned,mobile_ios,missing_timestamp
scroll,,1558,evt_008154,user flicked page aggresively,tablet,invalid_timestamp
page_view,2026-06-20T05:44:17,4097,,Page loaded,unknown_source,missing_event_id
scroll,2026-06-20T13:41:19,8175,evt_008164,fast scroll through page,desktop_app,duplicate_event
page_view,2026-06-24T14:40:53,,evt_008166,landed on homepage,direct,missing_user_id
remove_from_cart,,9711,evt_008169,removed item immediately after adding,desktop_app,missing_timestamp
page_view,2026-06-15T12:00:49,2828,,viewed product page,desktop_app,missing_event_id
,2026-06-20T13:13:40,9973,evt_008175,,desktop_app,invalid_event_type
,2026-06-21T15:15:57,5656,evt_008176,,api_v2,invalid_event_type
page_view,,3671,evt_008180,Page loaded,api_v2,missing_timestamp
,2026-06-23T22:15:05,4621,evt_008183,looked up return policy,mobile_ios,missing_event_type
scroll,2026-06-19T18:53:16,,evt_008202,scroll spam,tablet,missing_user_id
remove_from_cart,2026-06-19T19:42:41,,evt_008209,"changed mind, removed",desktop_app,missing_user_id
scroll,,7782,evt_008217,fast scroll through page,hsearch,missing_timestamp
,,1264,evt_008224,opened pricing page,web,missing_event_type;missing_timestamp
,2026-06-21T17:24:25,4869,evt_008226,"slow scroll, reading carefully",tablet,missing_event_type
purchase,2026-06-21T22:50:22,4414,evt_008227,checkout finished,,duplicate_event
purchase,,375,evt_008232,purchase completed,tablet,missing_timestamp
scroll,2026-06-15T04:50:42,4608,,barely scrolling,unknown_source,missing_event_id
page_view,2026-06-16T03:14:51,9293,,viewed product page,tablet,missing_event_id
page_view,2026-06-17T23:56:32,,evt_008248,landed on homepage,web,missing_user_id
scroll,2026-06-21T23:27:18,3585,,scrolled down,WEB,missing_event_id
page_view,,1871,evt_008264,Page loaded,web,invalid_timestamp
add_to_cart,2026-06-20T18:49:04,,evt_008269,cart updated,desktop_app,missing_user_id
page_view,,1277,evt_008270,opened page then immediately left,mobile_ios,missing_timestamp
,2026-06-15T09:37:07,7626,evt_008273,fast scroll through page,mobile_ios,missing_event_type
add_to_cart,,9912,evt_008274,added item to cart,web,invalid_timestamp
scroll,2026-06-21T09:02:17,7012,,user flicked page aggresively,,missing_event_id
remove_from_cart,2026-06-23T14:33:50,5210,,removed item immediately after adding,web,missing_event_id
,2026-06-17T11:08:15,9465,evt_008277,viewed product page,tablet,missing_event_type
,2026-06-15T04:54:27,5252,evt_008279,,desktop_app,invalid_event_type
,2026-06-24T15:33:50,8775,evt_008288,search fired twice,mobil,missing_event_type
page_view,2026-06-15T18:36:28,,evt_008294,viewed product page,tablet,missing_user_id
,2026-06-16T08:45:05,9875,evt_008296,,web,invalid_event_type
search,,193,evt_008301,looked up return policy,WEB,missing_timestamp
search,2026-06-21T07:32:05,,evt_008304,searched for shoes,unknown_source,missing_user_id
,2026-06-22T19:11:55,6304,evt_008310,,tablet,invalid_event_type
add_to_cart,,1187,evt_008313,added item to cart,tablet,missing_timestamp
page_view,2026-06-16T21:29:28,1751,,,web,missing_event_id
page_view,2026-06-16T21:29:28,1751,,,web,duplicate_event
scroll,,3227,evt_008323,scrolled down,web,missing_timestamp
page_view,,9463,evt_008328,,mobil,missing_timestamp
page_view,,6021,evt_008331,accidentally opened page,WEB,missing_timestamp
,2026-06-19T09:48:07,5468,evt_008334,landed on homepage,web,missing_event_type
search,2026-06-19T23:29:08,4787,evt_008339,typo in search query,mobil,duplicate_event
,2026-06-25T07:07:43,1158,evt_008343,,mobile_ios,invalid_event_type
search,,948,evt_008344,,mobile_ios,missing_timestamp
,2026-06-24T13:49:27,5672,evt_008345,,mobile_android,invalid_event_type
page_view,2026-06-21T10:34:12,,evt_008348,viewed product page,tablet,missing_user_id
scroll,2026-06-18T21:10:07,3864,,scrolled down,,missing_event_id
search,,1141,evt_008356,search query: headphones,,missing_timestamp
purchase,2026-06-20T01:53:34,6185,,payment successful,unknown_source,missing_event_id
page_view,2026-06-18T15:12:57,3951,,page refresh loop??,web,missing_event_id
page_view,2026-06-22T02:19:51,8678,,Page loaded,web,missing_event_id
search,2026-06-25T15:43:42,4486,,typo in search query,email,missing_event_id
search,2026-06-25T15:43:42,4486,,typo in search query,email,duplicate_event
page_view,2026-06-21T12:02:34,,evt_008377,viewed product page,desktop_app,missing_user_id
,2026-06-18T00:14:09,3686,evt_008382,Page loaded,web,missing_event_type
scroll,2026-06-21T03:17:54,,evt_008398,"slow scroll, reading carefully",mobile_ios,missing_user_id
scroll,2026-06-18T16:10:00,8718,,barely scrolling,api_v2,missing_event_id
page_view,,3930,evt_008410,opened page then immediately left,mobile_ios,missing_timestamp
scroll,,6856,evt_008418,scroll spam,web,invalid_timestamp
page_view,2026-06-19T17:43:07,,evt_008424,opened page then immediately left,web,missing_user_id
page_view,2026-06-18T05:34:18,9576,evt_008426,,web,duplicate_event
,2026-06-19T22:29:59,3706,evt_008438,,mobile_ios,missing_event_type
page_view,2026-06-16T22:25:02,,evt_008440,viewed product page,api_v2,missing_user_id
page_view,,,evt_008451,viewed product page,desktop_app,missing_timestamp;missing_user_id
search,,9342,evt_008455,searched for shoes,,missing_timestamp
scroll,,8587,evt_008460,autoscroll triggered,api_v2,invalid_timestamp
page_view,,3724,evt_008462,PAGE_VIEW,email,missing_timestamp
page_view,,3724,evt_008462,PAGE_VIEW,email,duplicate_event
purchase,,8504,evt_008464,purchase completed,desktop_app,invalid_timestamp
page_view,2026-06-20T04:22:36,1481,,viewed product page,WEB,missing_event_id
,2026-06-24T21:49:25,8904,evt_008471,,desktop_app,missing_event_type
,2026-06-18T06:25:15,4506,evt_008472,,web,missing_event_type
scroll,,2387,evt_008477,scrolled down,mobil,invalid_timestamp
search,2026-06-19T06:06:14,,evt_008487,typo in search query,web,missing_user_id
page_view,2026-06-24T15:26:14,5297,,landed on homepage,direct,missing_event_id
page_view,,4971,evt_008491,viewed product page,web,missing_timestamp
PAGE_VIEW,,4971,evt_008491,viewed product page,web,duplicate_event
,2026-06-25T08:34:36,9359,evt_008495,payment successful,mobile_ios,missing_event_type
page_view,2026-06-20T09:54:42,,evt_008497,opened pricing page,mobile_ios,missing_user_id
page_view,2026-06-23T04:16:21,,evt_008503,viewed product page,desktop_app,missing_user_id
page_view,,4775,evt_008509,viewed product page,mobile_ios,invalid_timestamp
page_view,,8943,evt_008510,viewed product page,web,invalid_timestamp
page_view,2026-06-21T19:39:02,1410,,,web,missing_event_id
page_view,2026-06-21T19:39:02,1410,,,web,duplicate_event
page_view,,6363,,Page loaded,desktop_app,invalid_timestamp;missing_event_id
scroll,2026-06-18T18:50:16,8351,,"slow scroll, reading carefully",web,missing_event_id
,,5190,evt_008543,fast scroll through page,mobile_ios,missing_event_type;missing_timestamp
page_view,2026-06-24T04:31:33,6346,,,web,missing_event_id
,,,evt_008548,,web,missing_event_type;missing_timestamp;missing_user_id
add_to_cart,,3529,evt_008550,add to cart clicked,mobile_ios,missing_timestamp
ADD_TO_CART,,3529,evt_008550,add to cart clicked,mobile_ios,duplicate_event
scroll,2026-06-25T23:03:35,,evt_008551,"slow scroll, reading carefully",email,missing_user_id
,2026-06-22T16:20:09,2665,evt_008558,,web,missing_event_type
,2026-06-20T06:25:40,1748,evt_008560,,mobil,invalid_event_type
page_view,,2218,evt_008568,Page loaded,mobile_ios,missing_timestamp
add_to_cart,2026-06-23T14:00:23,,evt_008571,cart updated,web,missing_user_id
page_view,2026-06-18T23:47:30,,evt_008581,viewed product page,unknown_source,missing_user_id
,2026-06-18T02:09:25,1352,,Page loaded,WEB,missing_event_type;missing_event_id
,2026-06-22T09:54:15,2820,evt_008586,,,invalid_event_type
,2026-06-19T02:04:35,1609,evt_008589,fast scroll through page,unknown_source,missing_event_type
add_to_cart,2026-06-21T19:16:34,6970,evt_008594,added product to shopping cart,mobile_ios,duplicate_event
page_view,2026-06-21T23:28:39,3424,,viewed product page,desktop_app,missing_event_id
page_view,2026-06-21T23:33:41,3641,,viewed product page,desktop_app,missing_event_id
page_view,,3369,,,web,missing_timestamp;missing_event_id
search,2026-06-21T10:29:29,,evt_008619,SEARCH EVENT,web,missing_user_id
,2026-06-18T17:47:26,3779,evt_008625,scrolled down,tablet,missing_event_type
,2026-06-21T09:37:57,8238,evt_008628,scrolled down,unknown_source,missing_event_type
,2026-06-19T23:11:26,7394,evt_008633,viewed product page,,missing_event_type
,2026-06-20T16:37:43,2713,evt_008634,remove clicked,desktop_app,missing_event_type
,,1986,evt_008640,scrolled down,unknown_source,missing_event_type;missing_timestamp
,2026-06-16T03:35:22,1811,evt_008650,,mobile_ios,invalid_event_type
,2026-06-26T04:08:00,9701,evt_008657,added then removed item quickly,web,missing_event_type
,2026-06-25T20:58:50,4851,evt_008659,barely scrolling,mobile_ios,missing_event_type
search,2026-06-15T04:28:00,6943,,search fired twice,web,missing_event_id
search,2026-06-21T03:25:28,2008,,looked up return policy,email,missing_event_id
page_view,,5792,evt_008668,landed on homepage,WEB,missing_timestamp
page_view,,1892,evt_008674,viewed product page,mobile_ios,missing_timestamp
scroll,,4548,evt_008676,"slow scroll, reading carefully",tablet,missing_timestamp
page_view,,4317,evt_008681,opened pricing page,desktop_app,invalid_timestamp
,2026-06-26T11:57:54,6703,evt_008685,landed on homepage,WEB,missing_event_type
remove_from_cart,,1961,,removed product,email,missing_timestamp;missing_event_id
,,6231,evt_008697,landed on homepage,web,missing_event_type;invalid_timestamp
,2026-06-15T14:03:57,5305,evt_008702,search fired twice,email,missing_event_type
add_to_cart,2026-06-22T02:55:46,3989,,added item but inventory unclear,web,missing_event_id
scroll,2026-06-25T19:57:01,,evt_008716,,unknown_source,missing_user_id
purchase,2026-06-15T20:16:29,,evt_008721,purchase completed,unknown_source,missing_user_id
page_view,,6016,evt_008722,page refresh loop??,web,invalid_timestamp
search,,,evt_008723,search fired twice,mobile_ios,invalid_timestamp;missing_user_id
page_view,2026-06-24T09:39:05,,evt_008724,accidentally opened page,web,missing_user_id
,,7074,evt_008726,searched for shoes,web,missing_event_type;missing_timestamp
,2026-06-18T13:25:41,8130,evt_008728,searched for shoes,mobile_android,missing_event_type
,2026-06-20T07:34:34,6880,evt_008744,viewed product page,desktop_app,missing_event_type
add_to_cart,2026-06-21T19:42:13,,evt_008745,added item to cart,hsearch,missing_user_id
add_to_cart,,9310,evt_008746,,web,missing_timestamp
add_to_cart,,5434,evt_008751,accidental add to cart,web,invalid_timestamp
search,2026-06-23T22:37:31,3964,,searched nothing,web,missing_event_id
remove_from_cart,2026-06-22T15:29:21,,evt_008770,remove clicked,mobile_ios,missing_user_id
,2026-06-16T08:21:58,9105,evt_008771,fast scroll through page,mobile_ios,missing_event_type
page_view,,9853,evt_008786,opened page then immediately left,web,missing_timestamp
,2026-06-22T08:32:04,2480,evt_008790,viewed product page,web,missing_event_type
scroll,,3294,evt_008793,scroll spam,mobile_android,missing_timestamp
,2026-06-16T19:11:42,8845,evt_008807,landed on homepage,desktop_app,missing_event_type
search,,5834,,SEARCH EVENT,web,invalid_timestamp;missing_event_id
scroll,2026-06-19T10:38:55,,evt_008813,scroll spam,web,missing_user_id
,2026-06-19T21:17:38,9207,evt_008816,landed on homepage,mobil,missing_event_type
page_view,2026-06-19T11:51:47,,evt_008819,Page loaded,email,missing_user_id
,2026-06-17T03:28:04,9717,evt_008825,fast scroll through page,email,missing_event_type
,2026-06-21T21:41:44,1048,evt_008835,,desktop_app,invalid_event_type
,2026-06-16T07:53:26,7393,evt_008836,,web,missing_event_type
,2026-06-15T11:56:21,5839,evt_008838,opened pricing page,WEB,missing_event_type
page_view,2026-06-15T10:13:20,5982,,viewed product page,,missing_event_id
scroll,2026-06-18T18:37:57,3279,evt_008844,,mobil,duplicate_event
,2026-06-20T13:20:49,5554,evt_008861,fast scroll through page,web,missing_event_type
,2026-06-20T13:20:49,5554,evt_008861,fast scroll through page,web,duplicate_event
remove_from_cart,,6120,evt_008863,removed product,web,invalid_timestamp
add_to_cart,2026-06-23T17:43:45,8442,,add to cart clicked,web,missing_event_id
page_view,2026-06-25T05:54:17,7870,,accidentally opened page,unknown_source,missing_event_id
remove_from_cart,,3593,evt_008866,removed product,WEB,missing_timestamp
scroll,2026-06-21T12:23:30,3563,evt_008869,barely scrolling,mobile_ios,duplicate_event
page_view,2026-06-15T10:26:36,,evt_008871,viewed product page,web,missing_user_id
scroll,2026-06-16T09:23:56,,evt_008872,"slow scroll, reading carefully",tablet,missing_user_id
page_view,2026-06-22T12:41:01,9950,,opened page then immediately left,mobile_ios,missing_event_id
,2026-06-22T10:42:13,6198,evt_008875,removed item from cart,unknown_source,missing_event_type
,,4632,evt_008878,viewed product page,WEB,missing_event_type;invalid_timestamp
page_view,,2603,evt_008879,landed on homepage,desktop_app,missing_timestamp
search,2026-06-24T00:02:07,7195,evt_008882,random search,WEB,duplicate_event
search,2026-06-21T20:28:50,,evt_008888,search fired twice,email,missing_user_id
,2026-06-22T02:48:39,7054,evt_008894,accidental add to cart,unknown_source,missing_event_type
page_view,,1136,evt_008895,landed on homepage,desktop_app,invalid_timestamp
add_to_cart,,3004,,added item to cart,tablet,missing_timestamp;missing_event_id
page_view,,316,evt_008902,,web,missing_timestamp
page_view,,7108,evt_008903,opened pricing page,,missing_timestamp
add_to_cart,2026-06-15T16:02:57,,evt_008905,item added??,web,missing_user_id
,2026-06-22T14:07:35,4660,evt_008910,,web,invalid_event_type
search,,1117,evt_008918,looked up return policy,unknown_source,missing_timestamp
,2026-06-19T00:29:09,8980,evt_008919,searched for shoes,web,missing_event_type
scroll,2026-06-15T17:30:10,,,scrolled down,web,missing_user_id;missing_event_id
,2026-06-16T09:20:54,7882,evt_008939,,web,missing_event_type
page_view,,8421,evt_008942,accidentally opened page,web,missing_timestamp
,2026-06-21T06:17:22,7591,evt_008947,,mobile_android,invalid_event_type
,2026-06-26T15:38:17,,evt_008948,fast scroll through page,web,missing_event_type;missing_user_id
,2026-06-15T21:11:23,8583,evt_008949,,web,invalid_event_type
page_view,,2988,evt_008959,Page loaded,desktop_app,invalid_timestamp
add_to_cart,2026-06-17T12:13:23,6642,,added same item twice,web,missing_event_id
,2026-06-24T20:50:15,4002,evt_008974,Page loaded,web,missing_event_type
,2026-06-20T12:44:37,3299,evt_008982,,mobile_ios,invalid_event_type
,2026-06-15T07:18:49,9302,evt_008989,checkout finished,web,missing_event_type
add_to_cart,2026-06-26T08:43:50,5944,,added product to shopping cart,email,missing_event_id
,2026-06-23T15:17:38,4920,evt_008997,,mobile_ios,invalid_event_type
add_to_cart,2026-06-24T22:10:07,4968,,item added??,web,missing_event_id
,2026-06-19T11:05:16,4062,evt_009008,viewed product page,tablet,missing_event_type
page_view,2026-06-16T23:52:32,,evt_009011,landed on homepage,tablet,missing_user_id
,2026-06-22T09:19:41,9294,evt_009013,PAGE_VIEW,tablet,missing_event_type
,2026-06-24T15:35:09,2651,evt_009014,opened pricing page,mobile_ios,missing_event_type
,2026-06-24T08:12:29,473,evt_009025,,hsearch,invalid_event_type
page_view,2026-06-26T04:33:50,,evt_009029,Page loaded,web,missing_user_id
,2026-06-21T08:21:00,5673,evt_009036,viewed product page,web,missing_event_type
